DateTime,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
2025-11-03 09:30:00-05:00,09:30 - 09:31,630.0,2.96,630.42,630.54,629.91,807.0,248300
2025-11-03 09:31:00-05:00,09:31 - 09:32,629.8901,-0.1099,629.94,630.14,629.8,519.0,52555
2025-11-03 09:32:00-05:00,09:32 - 09:33,629.8,-0.0901,629.84,630.09,629.79,180.0,19702
2025-11-03 09:33:00-05:00,09:33 - 09:34,629.65,-0.15,629.81,629.94,629.61,310.0,39728
2025-11-03 09:34:00-05:00,09:34 - 09:35,629.49,-0.16,629.6,629.7,629.44,190.0,20272
2025-11-03 09:35:00-05:00,09:35 - 09:36,629.22,-0.27,629.47,629.47,629.185,124.0,12905
2025-11-03 09:36:00-05:00,09:36 - 09:37,629.235,0.015,629.2199,629.3499,629.12,123.0,18112
2025-11-03 09:37:00-05:00,09:37 - 09:38,628.8,-0.435,629.225,629.36,628.8,154.0,16471
2025-11-03 09:38:00-05:00,09:38 - 09:39,628.75,-0.05,628.77,629.0,628.75,114.0,16252
2025-11-03 09:39:00-05:00,09:39 - 09:40,628.52,-0.23,628.73,628.8,628.5,111.0,11966
2025-11-03 09:40:00-05:00,09:40 - 09:41,628.395,-0.125,628.51,628.529,628.27,124.0,13020
2025-11-03 09:41:00-05:00,09:41 - 09:42,628.3859,-0.0091,628.4873,628.4873,628.25,144.0,17154
2025-11-03 09:42:00-05:00,09:42 - 09:43,628.07,-0.3159,628.35,628.35,628.02,140.0,13528
2025-11-03 09:43:00-05:00,09:43 - 09:44,628.2,0.13,628.08,628.2899,628.07,196.0,17388
2025-11-03 09:44:00-05:00,09:44 - 09:45,628.105,-0.095,628.1386,628.23,628.06,109.0,10534
2025-11-03 09:45:00-05:00,09:45 - 09:46,628.155,0.05,628.11,628.3183,627.9201,180.0,21640
2025-11-03 09:46:00-05:00,09:46 - 09:47,628.1,-0.055,628.155,628.18,628.0,52.0,6676
2025-11-03 09:47:00-05:00,09:47 - 09:48,628.38,0.28,628.1494,628.455,628.07,118.0,14509
2025-11-03 09:48:00-05:00,09:48 - 09:49,628.13,-0.25,628.345,628.4,628.09,107.0,10062
2025-11-03 09:49:00-05:00,09:49 - 09:50,628.0,-0.13,628.135,628.22,627.99,93.0,9317
2025-11-03 09:50:00-05:00,09:50 - 09:51,627.71,-0.29,628.0,628.13,627.68,213.0,31607
2025-11-03 09:51:00-05:00,09:51 - 09:52,627.78,0.07,627.71,627.85,627.55,108.0,15078
2025-11-03 09:52:00-05:00,09:52 - 09:53,627.6,-0.18,627.725,627.85,627.55,126.0,16607
2025-11-03 09:53:00-05:00,09:53 - 09:54,627.6,0.0,627.69,627.87,627.59,116.0,16374
2025-11-03 09:54:00-05:00,09:54 - 09:55,627.4917,-0.1083,627.59,627.7751,627.39,83.0,9847
2025-11-03 09:55:00-05:00,09:55 - 09:56,627.38,-0.1117,627.505,627.51,627.22,87.0,7134
2025-11-03 09:56:00-05:00,09:56 - 09:57,627.645,0.265,627.389,627.7,627.389,247.0,31525
2025-11-03 09:57:00-05:00,09:57 - 09:58,627.45,-0.195,627.62,627.64,627.37,105.0,10045
2025-11-03 09:58:00-05:00,09:58 - 09:59,627.49,0.04,627.4674,627.54,627.32,82.0,7341
2025-11-03 09:59:00-05:00,09:59 - 10:00,627.51,0.02,627.47,627.65,627.38,105.0,8434
2025-11-03 10:00:00-05:00,10:00 - 10:01,627.12,-0.39,627.55,627.689,626.98,306.0,32918
