DateTime,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
2025-09-03 09:30:00-04:00,09:30 - 09:31,85.925,0.295,85.93,85.945,85.9,297.0,245944.0
2025-09-03 09:31:00-04:00,09:31 - 09:32,85.93,0.005,85.92,85.94,85.91,282.0,106236.0
2025-09-03 09:32:00-04:00,09:32 - 09:33,85.945,0.015,85.935,85.95,85.93,79.0,40940.0
2025-09-03 09:33:00-04:00,09:33 - 09:34,85.92,-0.025,85.945,85.945,85.89,335.0,82081.0
2025-09-03 09:34:00-04:00,09:34 - 09:35,85.915,-0.005,85.925,85.925,85.91,39.0,22746.0
2025-09-03 09:35:00-04:00,09:35 - 09:36,85.94,0.025,85.91,85.94,85.91,258.0,89576.0
2025-09-03 09:36:00-04:00,09:36 - 09:37,85.9557,0.0157,85.9342,85.9599,85.9301,310.0,107950.0
2025-09-03 09:37:00-04:00,09:37 - 09:38,85.985,0.0293,85.955,85.99,85.955,276.0,125768.0
2025-09-03 09:38:00-04:00,09:38 - 09:39,85.982,-0.003,85.99,86.0,85.98,180.0,73851.0
2025-09-03 09:39:00-04:00,09:39 - 09:40,86.0,0.018,85.985,86.0,85.965,315.0,115824.0
2025-09-03 09:40:00-04:00,09:40 - 09:41,85.9835,-0.0165,85.995,86.01,85.9835,192.0,75265.0
2025-09-03 09:41:00-04:00,09:41 - 09:42,85.96,-0.0235,85.9826,85.9882,85.955,281.0,133999.0
2025-09-03 09:42:00-04:00,09:42 - 09:43,85.95,-0.01,85.965,85.97,85.94,163.0,52214.0
2025-09-03 09:43:00-04:00,09:43 - 09:44,85.95,0.0,85.95,85.96,85.92,367.0,182512.0
2025-09-03 09:44:00-04:00,09:44 - 09:45,85.935,-0.015,85.945,85.965,85.935,260.0,86159.0
2025-09-03 09:45:00-04:00,09:45 - 09:46,85.96,0.025,85.935,85.96,85.93,158.0,64393.0
2025-09-03 09:46:00-04:00,09:46 - 09:47,85.995,0.035,85.96,86.015,85.955,352.0,119066.0
2025-09-03 09:47:00-04:00,09:47 - 09:48,86.02,0.025,85.995,86.02,85.995,319.0,230837.0
2025-09-03 09:48:00-04:00,09:48 - 09:49,86.0058,-0.0142,86.0135,86.02,85.9901,264.0,191192.0
2025-09-03 09:49:00-04:00,09:49 - 09:50,86.055,0.0492,86.002,86.06,86.0,236.0,83792.0
2025-09-03 09:50:00-04:00,09:50 - 09:51,86.085,0.03,86.06,86.09,86.055,326.0,195410.0
2025-09-03 09:51:00-04:00,09:51 - 09:52,86.1084,0.0234,86.09,86.13,86.09,338.0,152382.0
2025-09-03 09:52:00-04:00,09:52 - 09:53,86.095,-0.0134,86.105,86.1154,86.09,360.0,143565.0
2025-09-03 09:53:00-04:00,09:53 - 09:54,86.1,0.005,86.1,86.11,86.08,331.0,167326.0
2025-09-03 09:54:00-04:00,09:54 - 09:55,86.105,0.005,86.1,86.11,86.1,105.0,43166.0
2025-09-03 09:55:00-04:00,09:55 - 09:56,86.13,0.025,86.1007,86.13,86.095,247.0,100603.0
2025-09-03 09:56:00-04:00,09:56 - 09:57,86.16,0.03,86.13,86.18,86.13,264.0,102228.0
2025-09-03 09:57:00-04:00,09:57 - 09:58,86.1393,-0.0207,86.165,86.165,86.13,621.0,349006.0
2025-09-03 09:58:00-04:00,09:58 - 09:59,86.145,0.0057,86.135,86.155,86.135,162.0,56686.0
2025-09-03 09:59:00-04:00,09:59 - 10:00,86.14,-0.005,86.1401,86.18,86.115,800.0,360986.0
2025-09-03 10:00:00-04:00,10:00 - 10:01,86.235,0.095,86.145,86.33,86.14,1643.0,605195.0
2025-09-03 10:01:00-04:00,10:01 - 10:02,86.305,0.07,86.235,86.305,86.21,860.0,345532.0
2025-09-03 10:02:00-04:00,10:02 - 10:03,86.31,0.005,86.305,86.325,86.29,578.0,199832.0
2025-09-03 10:03:00-04:00,10:03 - 10:04,86.365,0.055,86.305,86.3701,86.3,801.0,331220.0
2025-09-03 10:04:00-04:00,10:04 - 10:05,86.34,-0.025,86.36,86.38,86.33,809.0,325040.0
2025-09-03 10:05:00-04:00,10:05 - 10:06,86.385,0.045,86.34,86.385,86.34,487.0,207940.0
2025-09-03 10:06:00-04:00,10:06 - 10:07,86.37,-0.015,86.39,86.41,86.37,417.0,161684.0
2025-09-03 10:07:00-04:00,10:07 - 10:08,86.42,0.05,86.38,86.43,86.36,523.0,228096.0
2025-09-03 10:08:00-04:00,10:08 - 10:09,86.415,-0.005,86.4221,86.45,86.4023,403.0,189773.0
2025-09-03 10:09:00-04:00,10:09 - 10:10,86.42,0.005,86.4134,86.45,86.41,887.0,491490.0
2025-09-03 10:10:00-04:00,10:10 - 10:11,86.4702,0.0502,86.42,86.48,86.42,549.0,222051.0
